millis,Back Left, Back Right, Front Left, Front Right
2748, -10.55, 0.46, 0.70, 0.52
2753, -10.55, 0.48, 0.70, 0.50
2759, -13.15, 0.48, 0.76, 0.50
2764, -13.15, 0.56, 0.76, 0.52
2770, -16.99, 0.56, 0.78, 0.52
2777, -16.99, 0.61, 0.78, 0.52
2782, -18.90, 0.61, 0.79, 0.52
2787, -18.90, 0.61, 0.79, 0.52
2792, -18.90, 0.67, 0.79, 0.46
2797, -16.16, 0.67, 0.91, 0.46
2803, -16.16, 0.78, 0.91, 0.44
2808, -14.66, 0.78, 0.89, 0.44
2813, -14.66, 0.86, 0.89, 0.34
2820, -15.48, 0.86, 0.80, 0.34
2829, -13.29, 0.93, 0.72, 0.14
2834, -13.29, 0.93, 0.72, 0.10
2840, -11.23, 0.93, 0.61, 0.10
2845, -11.23, 0.86, 0.61, 0.04
2851, -12.33, 0.86, 0.59, 0.04
2856, -12.33, 0.86, 0.59, -0.16
2863, -12.88, 0.75, 0.52, -0.16
2868, -12.88, 0.75, 0.52, -0.23
2874, -11.64, 0.63, 0.35, -0.23
2879, -11.64, 0.63, 0.35, -0.27
2885, -9.18, 0.50, 0.33, -0.27
2890, -9.18, 0.50, 0.33, -0.31
2896, -7.26, 0.53, 0.49, -0.31
2902, -7.26, 0.53, 0.49, -0.27
2908, -3.29, 0.45, 0.63, -0.27
2913, -3.29, 0.45, 0.63, -0.35
2921, -1.37, 0.26, 0.64, -0.35
2926, -1.37, 0.26, 0.64, -0.27
2932, -2.33, 0.25, 0.60, -0.27
2937, -2.33, 0.25, 0.60, -0.12
2944, -4.66, 0.29, 0.56, -0.12
2949, -4.66, 0.29, 0.56, -0.12
2955, -5.21, 0.35, 0.49, -0.12
2960, -5.21, 0.35, 0.49, -0.10
2965, -3.84, 0.35, 0.38, -0.10
2971, -3.84, 0.35, 0.38, 0.03
2976, -2.33, 0.38, 0.27, 0.03
2981, -2.33, 0.38, 0.27, 0.18
2988, -1.51, 0.30, 0.26, 0.18
2993, -1.51, 0.30, 0.26, 0.19
2999, -2.74, 0.26, 0.14, 0.19
3004, -2.74, 0.26, 0.14, 0.07
3012, -1.51, 0.16, 0.04, 0.07
3018, 1.51, 0.16, 0.10, 0.22
3023, 1.51, 0.03, 0.10, 0.22
3027, 1.51, 0.03, 0.10, 0.46
3034, 3.56, -0.10, 0.14, 0.46
3039, 3.56, -0.10, 0.14, 0.55
3045, 3.01, -0.18, 0.18, 0.55
3050, 3.01, -0.18, 0.18, 0.67
3055, 3.15, -0.23, 0.23, 0.67
3060, 3.15, -0.23, 0.23, 0.85
3066, 1.37, -0.20, 0.26, 0.85
3072, 1.37, -0.20, 0.26, 0.80
3077, -2.60, -0.20, 0.42, 0.80
3082, -2.60, -0.19, 0.42, 0.80
3088, -5.34, -0.19, 0.50, 0.98
3093, -5.34, -0.18, 0.50, 0.98
3099, -4.79, -0.18, 0.49, 1.09
3106, -4.79, -0.16, 0.49, 1.09
3112, -7.95, -0.16, 0.46, 1.09
3118, -7.95, -0.15, 0.46, 1.11
3123, -11.78, -0.15, 0.50, 1.11
3129, -11.78, -0.15, 0.50, 1.00
3134, -11.64, -0.15, 0.61, 1.00
3140, -11.64, -0.20, 0.61, 0.83
3145, -7.12, -0.20, 0.68, 0.83
3150, -7.12, -0.25, 0.68, 0.79
3156, -7.81, -0.25, 0.68, 0.79
3162, -7.81, -0.30, 0.68, 0.79
3168, -5.62, -0.30, 0.64, 0.78
3173, -5.62, -0.29, 0.64, 0.78
3178, -0.82, -0.29, 0.63, 0.72
3184, -0.82, -0.38, 0.63, 0.72
3189, 3.42, -0.38, 0.55, 0.71
3198, 4.79, -0.52, 0.60, 0.64
3204, 4.79, -0.52, 0.60, 0.64
3209, 4.79, -0.65, 0.60, 0.65
3214, 2.47, -0.65, 0.74, 0.65
3219, 2.47, -0.67, 0.74, 0.63
3225, -1.51, -0.67, 0.72, 0.63
3230, -1.51, -0.57, 0.72, 0.56
3235, -5.75, -0.57, 0.82, 0.56
3241, -5.75, -0.50, 0.82, 0.49
3247, -10.55, -0.50, 0.94, 0.49
3253, -10.55, -0.48, 0.94, 0.49
3259, -15.07, -0.48, 1.06, 0.41
3264, -15.07, -0.44, 1.06, 0.41
3270, -18.90, -0.44, 1.13, 0.33
3275, -18.90, -0.44, 1.13, 0.33
3281, -16.30, -0.44, 1.11, 0.49
3291, -12.05, -0.27, 1.06, 0.38
3296, -12.05, -0.27, 1.06, 0.38
3302, -14.66, -0.11, 0.98, 0.33
3307, -14.66, -0.11, 0.98, 0.33
3313, -17.67, -0.08, 0.89, 0.38
3318, -17.67, -0.08, 0.89, 0.38
3324, -15.75, -0.04, 0.71, 0.37
3330, -15.75, -0.04, 0.71, 0.37
3336, -14.66, 0.12, 0.53, 0.33
3341, -14.66, 0.12, 0.53, 0.33
3347, -19.32, 0.22, 0.48, 0.33
3352, -19.32, 0.22, 0.48, 0.33
3358, -21.23, 0.25, 0.56, 0.27
3363, -21.23, 0.25, 0.56, 0.27
3369, -22.47, 0.27, 0.67, 0.14
3375, -22.47, 0.27, 0.67, 0.14
3384, -25.48, 0.25, 0.76, 0.03
3390, -29.32, 0.25, 0.95, 0.00
3395, -29.32, 0.29, 0.95, 0.00
3401, -31.37, 0.29, 1.08, 0.15
3406, -31.37, 0.35, 1.08, 0.15
3412, -27.67, 0.35, 1.05, 0.29
3418, -27.67, 0.46, 1.05, 0.29
3424, -22.33, 0.46, 0.98, 0.30
3429, -22.33, 0.55, 0.98, 0.30
3435, -20.00, 0.55, 0.97, 0.31
3440, -20.00, 0.52, 0.97, 0.31
3445, -15.62, 0.52, 0.87, 0.31
3450, -15.62, 0.59, 0.87, 0.29
3456, -15.62, 0.59, 0.87, 0.29
3462, -8.63, 0.60, 0.68, 0.15
3467, -8.63, 0.60, 0.68, 0.15
3476, -2.74, 0.59, 0.56, 0.07
3481, -0.41, 0.59, 0.48, 0.03
3486, -0.41, 0.57, 0.48, 0.03
3492, -3.70, 0.57, 0.49, 0.01
3497, -3.70, 0.45, 0.49, 0.01
3503, -6.30, 0.45, 0.57, -0.01
3508, -6.30, 0.41, 0.57, -0.01
3513, -7.53, 0.41, 0.70, -0.01
3519, -7.53, 0.42, 0.70, 0.01
3524, -8.08, 0.42, 0.78, 0.01
3529, -8.08, 0.42, 0.78, 0.10
3534, -8.08, 0.40, 0.78, 0.10
3539, -5.34, 0.40, 0.76, 0.12
3545, -5.34, 0.44, 0.76, 0.12
3551, -1.51, 0.44, 0.70, 0.27
3556, -1.51, 0.41, 0.70, 0.27
3570, 1.78, 0.42, 0.57, 0.27
3575, 1.78, 0.42, 0.57, 0.26
3580, 1.78, 0.42, 0.49, 0.26
3586, 0.41, 0.42, 0.49, 0.37
3591, 0.41, 0.38, 0.49, 0.37
3597, -2.33, 0.38, 0.45, 0.38
3601, -2.33, 0.34, 0.45, 0.38
3607, -5.48, 0.34, 0.40, 0.30
3612, -5.48, 0.30, 0.40, 0.30
3618, -7.12, 0.30, 0.40, 0.15
3623, -7.12, 0.18, 0.40, 0.15
3629, -10.55, 0.18, 0.41, 0.00
3634, -10.55, 0.18, 0.41, 0.00
3640, -11.92, 0.04, 0.48, -0.11
3645, -11.92, 0.04, 0.48, -0.11
3651, -15.34, -0.03, 0.56, -0.05
3660, -18.36, -0.12, 0.59, -0.05
3665, -18.36, -0.12, 0.59, 0.08
3672, -18.77, -0.22, 0.65, 0.08
3677, -18.77, -0.22, 0.65, 0.18
3683, -21.51, -0.31, 0.67, 0.18
3688, -21.51, -0.31, 0.67, 0.27
3694, -22.33, -0.33, 0.63, 0.27
3699, -22.33, -0.33, 0.63, 0.12
3705, -19.32, -0.35, 0.64, 0.12
3710, -19.32, -0.35, 0.64, 0.05
3716, -12.88, -0.35, 0.61, 0.05
3721, -12.88, -0.45, 0.61, -0.07
3728, -8.49, -0.44, 0.45, -0.07
3733, -8.49, -0.44, 0.45, -0.22
3738, -7.67, -0.44, 0.44, -0.22
3743, -7.67, -0.49, 0.44, -0.27
3752, -8.90, -0.64, 0.50, -0.31
3758, -8.90, -0.64, 0.50, -0.31
3764, -7.53, -0.64, 0.63, -0.31
3769, -7.53, -0.64, 0.63, -0.35
3775, -10.41, -0.63, 0.70, -0.35
3780, -10.41, -0.63, 0.70, -0.26
3786, -9.32, -0.64, 0.78, -0.26
3791, -9.32, -0.64, 0.78, -0.22
3796, -6.03, -0.64, 0.89, -0.22
3802, -6.03, -0.50, 0.89, -0.12
3808, -5.89, -0.50, 0.90, -0.12
3813, -5.89, -0.38, 0.90, -0.01
3819, -3.97, -0.38, 0.90, -0.01
3824, -3.97, -0.38, 0.90, 0.01
3829, -6.99, -0.38, 0.94, 0.01
3837, -6.99, -0.27, 0.94, 0.10
3844, -10.96, -0.27, 1.08, 0.25
3849, -10.96, -0.26, 1.08, 0.25
3854, -11.92, -0.26, 1.12, 0.25
3860, -11.92, -0.34, 1.12, 0.15
3865, -13.15, -0.34, 1.09, 0.15
3870, -13.15, -0.38, 1.09, 0.04
3876, -15.62, -0.38, 1.11, 0.04
3881, -15.62, -0.27, 1.11, 0.05
3888, -15.75, -0.27, 1.06, 0.05
3893, -15.75, -0.12, 1.06, 0.04
3899, -17.40, -0.12, 1.11, 0.04
3904, -17.40, -0.01, 1.11, 0.01
3909, -23.84, -0.01, 1.05, 0.01
3915, -23.84, 0.14, 1.05, 0.20
3920, -28.36, 0.14, 1.05, 0.20
3935, -32.88, 0.27, 1.05, 0.25
3940, -32.88, 0.22, 1.00, 0.25
3946, -34.93, 0.22, 1.00, 0.25
3951, -34.93, 0.22, 1.04, 0.25
3956, -38.49, 0.22, 1.04, 0.25
3961, -38.49, 0.23, 1.04, 0.12
3968, -42.19, 0.23, 1.04, 0.12
3973, -42.19, 0.15, 1.04, 0.05
3979, -40.55, 0.15, 0.95, 0.05
3984, -40.55, 0.12, 0.95, 0.01
3989, -40.41, 0.12, 0.94, 0.01
3994, -40.41, 0.12, 0.94, -0.04
4000, -36.30, 0.12, 0.91, -0.04
4005, -36.30, 0.12, 0.91, -0.08
4012, -33.70, 0.04, 0.87, -0.08
4017, -33.70, 0.04, 0.87, -0.12
4026, -33.70, -0.10, 0.80, -0.26
4032, -29.73, -0.18, 0.59, -0.26
4037, -29.73, -0.18, 0.59, -0.23
4043, -28.22, -0.33, 0.42, -0.23
4048, -28.22, -0.33, 0.42, -0.23
4055, -23.56, -0.35, 0.42, -0.23
4060, -23.56, -0.35, 0.42, -0.31
4066, -18.22, -0.18, 0.50, -0.31
4071, -18.22, -0.18, 0.50, -0.44
4077, -15.34, -0.12, 0.45, -0.44
4082, -15.34, -0.12, 0.45, -0.41
4088, -14.66, -0.07, 0.44, -0.41
4093, -14.66, -0.07, 0.44, -0.50
4100, -13.97, -0.14, 0.44, -0.50
4105, -13.97, -0.14, 0.44, -0.60
4114, -9.32, -0.18, 0.40, -0.60
4119, -9.32, -0.18, 0.40, -0.53
4125, -4.66, -0.22, 0.30, -0.53
4130, -4.66, -0.22, 0.30, -0.55
4136, -1.78, -0.34, 0.35, -0.55
4142, -1.78, -0.34, 0.35, -0.45
4148, -1.10, -0.42, 0.45, -0.45
4153, -1.10, -0.42, 0.45, -0.34
4159, 2.60, -0.31, 0.44, -0.34
4164, 2.60, -0.31, 0.44, -0.10
4170, 3.42, -0.20, 0.46, -0.10
4175, 3.42, -0.20, 0.46, -0.04
4180, 3.70, -0.20, 0.57, -0.04
4186, 3.70, -0.20, 0.57, -0.11
4192, 2.60, -0.20, 0.57, -0.11
4197, 2.60, -0.26, 0.57, -0.14
4205, 0.14, -0.20, 0.49, -0.14
4210, 0.14, -0.20, 0.45, 0.00
4216, -1.37, -0.10, 0.45, 0.00
4221, -1.37, -0.10, 0.34, 0.15
4227, -3.01, 0.10, 0.34, 0.15
4232, -3.01, 0.10, 0.34, 0.27
4237, -3.84, 0.10, 0.29, 0.27
4243, -3.84, 0.22, 0.29, 0.26
4248, -1.78, 0.22, 0.27, 0.26
4253, -1.78, 0.38, 0.27, 0.22
4259, -3.97, 0.38, 0.27, 0.22
4264, -3.97, 0.59, 0.27, 0.31
4270, -4.25, 0.59, 0.29, 0.31
4275, -4.25, 0.44, 0.29, 0.31
4281, -4.25, 0.44, 0.31, 0.38
4286, -4.25, 0.30, 0.31, 0.38
4294, -5.07, 0.30, 0.26, 0.37
4299, -5.07, 0.15, 0.26, 0.45
4304, -6.03, 0.15, 0.26, 0.45
4311, -6.03, 0.16, 0.26, 0.56
4316, -10.96, 0.16, 0.30, 0.56
4321, -10.96, 0.20, 0.30, 0.56
4327, -15.89, 0.20, 0.42, 0.56
4332, -15.89, 0.22, 0.42, 0.50
4337, -15.48, 0.22, 0.49, 0.50
4343, -15.48, 0.31, 0.49, 0.60
4348, -14.52, 0.31, 0.49, 0.60
4354, -14.52, 0.31, 0.49, 0.60
4360, -17.26, 0.53, 0.52, 0.60
4365, -17.26, 0.53, 0.52, 0.60
4371, -15.34, 0.57, 0.49, 0.61
4385, -13.01, 0.41, 0.49, 0.82
4397, -15.89, 0.38, 0.48, 0.87
4403, -15.89, 0.34, 0.49, 0.93
4408, -21.23, 0.34, 0.49, 0.93
4414, -21.23, 0.33, 0.49, 0.91
4419, -24.11, 0.33, 0.49, 0.91
4425, -24.11, 0.26, 0.65, 0.72
4430, -24.52, 0.26, 0.65, 0.72
4435, -24.52, 0.14, 0.78, 0.61
4442, -26.03, 0.14, 0.78, 0.61
4447, -26.03, 0.14, 0.74, 0.67
4452, -29.73, 0.26, 0.74, 0.67
4457, -29.73, 0.26, 0.74, 0.65
4463, -29.86, 0.27, 0.60, 0.65
4468, -29.86, 0.27, 0.60, 0.61
4474, -30.96, 0.07, 0.53, 0.61
4480, -30.96, 0.07, 0.53, 0.71
4489, -32.05, 0.08, 0.50, 0.71
4495, -31.10, 0.23, 0.50, 0.75
4500, -31.10, 0.23, 0.50, 0.75
4506, -31.78, 0.26, 0.41, 0.80
4511, -31.78, 0.26, 0.41, 0.80
4517, -30.68, 0.26, 0.40, 0.86
4523, -30.68, 0.29, 0.40, 0.86
4529, -24.25, 0.29, 0.48, 0.87
4534, -24.25, 0.19, 0.48, 0.87
4540, -22.05, 0.19, 0.50, 0.87
4545, -22.05, 0.14, 0.50, 0.87
4551, -22.33, 0.14, 0.55, 0.71
4556, -22.33, 0.04, 0.55, 0.71
4562, -19.73, 0.04, 0.49, 0.53
4568, -19.73, -0.03, 0.49, 0.53
4574, -20.96, -0.03, 0.42, 0.34
4582, -20.96, 0.00, 0.35, 0.26
4587, -20.96, 0.15, 0.35, 0.26
4592, -20.96, 0.15, 0.35, 0.26
4598, -19.32, 0.15, 0.27, 0.26
4603, -19.32, 0.19, 0.27, 0.26
4610, -13.15, 0.19, 0.27, 0.33
4615, -13.15, 0.23, 0.22, 0.33
4621, -9.73, 0.23, 0.22, 0.33
4626, -9.73, 0.19, 0.03, 0.33
4631, -6.85, 0.19, 0.03, 0.35
4636, -6.85, 0.12, 0.03, 0.35
4642, -6.30, 0.12, -0.04, 0.33
4647, -6.30, 0.04, -0.04, 0.33
4654, -0.82, 0.04, 0.00, 0.19
4659, -0.82, 0.04, 0.00, 0.19
4664, -0.14, 0.04, 0.03, 0.11
4673, -0.14, 0.05, 0.08, 0.07
4678, -0.82, 0.05, 0.08, 0.07
4683, -0.82, 0.12, 0.16, 0.07
4688, -1.23, 0.12, 0.16, 0.11
4694, -1.23, 0.08, 0.15, 0.11
4700, -2.88, 0.08, 0.15, 0.12
4705, -2.88, 0.08, 0.15, 0.12
4710, 1.10, 0.08, 0.15, -0.08
4715, 1.10, 0.16, 0.15, -0.08
4721, 3.42, 0.16, 0.19, -0.12
4726, 3.42, 0.16, 0.19, -0.12
4731, 2.19, 0.16, 0.19, -0.03
4737, 2.19, 0.16, 0.19, -0.03
4743, -2.19, 0.12, 0.19, 0.04
4748, -2.19, 0.12, 0.19, 0.04
4754, -0.68, 0.12, 0.20, 0.00
4759, -0.68, 0.12, 0.20, 0.00
4767, -0.41, 0.12, 0.29, 0.16
4773, -0.41, 0.07, 0.41, 0.16
4779, -1.10, 0.07, 0.41, 0.33
4784, -1.10, 0.01, 0.53, 0.33
4790, -4.11, 0.01, 0.53, 0.35
4795, -4.11, 0.01, 0.74, 0.35
4801, -3.42, -0.12, 0.74, 0.38
4806, -3.42, -0.12, 0.83, 0.38
4812, -2.33, -0.25, 0.83, 0.30
4817, -2.33, -0.25, 0.83, 0.30
4824, -3.01, -0.33, 0.83, 0.19
4829, -3.01, -0.33, 0.90, 0.19
4835, -5.07, -0.44, 0.90, 0.19
4840, -5.07, -0.44, 0.89, 0.19
4846, -5.34, -0.40, 0.89, 0.26
4851, -5.34, -0.40, 0.97, 0.26
4859, -8.08, -0.29, 0.97, 0.41
4867, -8.22, -0.29, 1.01, 0.64
4872, -8.22, -0.29, 1.01, 0.64
4878, -9.59, -0.29, 0.90, 0.75
4883, -9.59, -0.29, 0.90, 0.75
4889, -10.68, -0.19, 0.98, 0.80
4894, -10.68, -0.19, 0.98, 0.80
4900, -7.40, -0.19, 1.21, 0.83
4905, -7.40, -0.04, 1.21, 0.83
4911, -7.95, -0.04, 1.30, 0.83
4916, -7.95, -0.04, 1.30, 0.89
4922, -6.44, -0.04, 1.31, 0.89
4927, -6.44, -0.15, 1.31, 0.82
4932, -3.15, -0.15, 1.17, 0.82
4938, -3.15, -0.18, 1.17, 0.63
4943, -0.14, -0.18, 1.06, 0.63
4952, -0.14, -0.16, 1.06, 0.56
4958, -1.78, -0.16, 1.05, 0.63
4963, -1.78, -0.23, 1.05, 0.63
4969, -3.15, -0.23, 1.02, 0.61
4974, -3.15, -0.19, 1.02, 0.61
4980, -1.92, -0.19, 0.97, 0.60
4985, -1.92, -0.16, 0.97, 0.60
4992, 1.37, -0.16, 0.93, 0.50
4996, 1.37, -0.15, 0.93, 0.50
5001, 0.27, -0.15, 0.82, 0.50
5007, 0.27, -0.16, 0.82, 0.61
5012, 0.14, -0.16, 0.79, 0.61
5017, 0.14, -0.10, 0.79, 0.68
5023, 1.23, -0.10, 0.94, 0.68
5028, 1.23, -0.04, 0.94, 0.67
5033, 1.23, -0.04, 0.95, 0.67
5042, 1.23, 0.04, 0.95, 0.76
5048, 2.60, 0.04, 1.01, 0.87
5053, 2.60, 0.08, 1.01, 0.87
5058, 3.84, 0.08, 1.02, 0.87
5063, 3.84, 0.04, 1.02, 0.86
5068, 2.47, 0.04, 1.08, 0.86
5073, 2.47, 0.04, 1.08, 0.76
5080, 5.75, -0.05, 1.13, 0.76
5085, 5.75, -0.05, 1.13, 0.75
5090, 5.75, -0.18, 1.02, 0.75
5095, 6.85, -0.18, 1.02, 0.67
5100, 6.85, -0.30, 0.95, 0.67
5106, 3.42, -0.30, 0.95, 0.68
5111, 3.42, -0.46, 1.00, 0.68
5116, 1.10, -0.46, 1.00, 0.67
5122, 1.10, -0.56, 0.95, 0.67
5128, -3.15, -0.56, 0.95, 0.65
5136, -4.11, -0.55, 0.95, 0.65
5141, -4.11, -0.55, 0.95, 0.71
5147, -5.48, -0.55, 0.93, 0.71
5152, -5.48, -0.55, 0.93, 0.79
5157, -5.48, -0.45, 0.72, 0.79
5163, -6.58, -0.45, 0.72, 0.78
5169, -6.58, -0.48, 0.48, 0.78
5174, -6.99, -0.48, 0.48, 0.74
5179, -6.99, -0.40, 0.42, 0.74
5185, -5.62, -0.40, 0.42, 0.78
5190, -5.62, -0.49, 0.33, 0.78
5195, -6.44, -0.49, 0.33, 0.90
5200, -6.44, -0.49, 0.26, 0.90
5207, -7.67, -0.55, 0.26, 0.89
5212, -7.67, -0.55, 0.30, 0.89
5217, -9.73, -0.40, 0.30, 0.89
5225, -9.73, -0.40, 0.26, 0.86
5231, -12.47, -0.42, 0.26, 0.87
5237, -11.10, -0.44, 0.31, 0.87
5242, -11.10, -0.44, 0.31, 0.85
5248, -12.33, -0.44, 0.27, 0.85
5254, -12.33, -0.40, 0.27, 0.82
5260, -12.19, -0.33, 0.27, 0.82
5265, -12.19, -0.33, 0.27, 0.78
5270, -10.96, -0.33, 0.19, 0.78
5275, -10.96, -0.25, 0.19, 0.63
5281, -11.51, -0.25, 0.26, 0.63
5286, -11.51, -0.22, 0.26, 0.46
5293, -9.45, -0.22, 0.26, 0.46
5298, -9.45, -0.07, 0.26, 0.42
5303, -9.45, -0.07, 0.11, 0.42
5309, -5.75, 0.12, 0.11, 0.29
5317, -1.37, 0.12, -0.14, 0.29
5322, -1.37, 0.27, -0.14, 0.30
5327, -0.27, 0.27, -0.34, 0.30
5334, -0.27, 0.41, -0.34, 0.48
5339, -3.97, 0.41, -0.31, 0.48
5344, -3.97, 0.45, -0.31, 0.56
5350, -6.44, 0.45, -0.27, 0.56
5355, -6.44, 0.33, -0.27, 0.57
5360, -6.71, 0.33, -0.07, 0.57
5366, -6.71, 0.20, -0.07, 0.63
5371, -5.89, 0.20, 0.14, 0.63
5377, -5.89, 0.30, 0.14, 0.63
5382, -5.89, 0.30, 0.10, 0.59
5387, -6.58, 0.30, 0.10, 0.59
5392, -6.58, 0.31, 0.07, 0.46
5397, -8.77, 0.31, 0.07, 0.46
5407, -10.41, 0.37, 0.08, 0.41
5412, -10.41, 0.34, 0.08, 0.35
5419, -9.59, 0.34, -0.05, 0.35
5424, -9.59, 0.22, -0.05, 0.37
5429, -9.73, 0.22, -0.04, 0.37
5434, -9.73, 0.25, -0.04, 0.44
5440, -13.29, 0.25, -0.01, 0.44
5445, -13.29, 0.25, -0.01, 0.38
5451, -13.97, 0.41, 0.05, 0.38
5456, -13.97, 0.41, 0.05, 0.29
5463, -14.52, 0.45, -0.05, 0.29
5468, -14.52, 0.45, -0.05, 0.30
5474, -14.79, 0.30, -0.15, 0.30
5479, -14.79, 0.30, -0.15, 0.30
5484, -14.79, 0.26, -0.18, 0.46
5490, -16.44, 0.26, -0.18, 0.46
5499, -16.58, 0.22, -0.05, 0.61
5506, -16.58, 0.07, 0.08, 0.72
5511, -18.90, 0.07, 0.08, 0.72
5516, -18.90, -0.04, 0.29, 0.82
5521, -22.47, -0.04, 0.29, 0.82
5527, -22.47, -0.04, 0.50, 0.83
5532, -21.92, -0.04, 0.50, 0.83
5537, -21.92, -0.04, 0.50, 0.85
5543, -19.18, -0.03, 0.72, 0.85
5549, -19.18, -0.03, 0.72, 0.87
5555, -17.81, -0.08, 0.86, 0.87
5560, -17.81, -0.08, 0.86, 0.80
5566, -17.26, -0.11, 0.76, 0.80
5571, -17.26, -0.11, 0.68, 0.70
5576, -15.62, -0.05, 0.68, 0.70
5584, -15.62, -0.05, 0.78, 0.79
5591, -14.93, -0.08, 0.78, 0.79
5596, -14.93, -0.08, 0.86, 0.78
5602, -9.73, -0.18, 0.86, 0.78
5607, -9.73, -0.18, 0.89, 0.76
5612, -5.21, -0.22, 0.89, 0.76
5618, -5.21, -0.22, 0.97, 0.87
5623, -3.97, -0.18, 0.97, 0.87
5628, -3.97, -0.18, 0.82, 0.78
5635, -5.75, -0.18, 0.82, 0.78
5640, -5.75, -0.18, 0.53, 0.63
5645, -4.66, -0.12, 0.53, 0.63
5651, -4.66, -0.12, 0.37, 0.59
5656, -4.25, -0.14, 0.37, 0.59
5661, -4.25, -0.14, 0.42, 0.65
5667, -4.38, -0.10, 0.42, 0.65
5676, -4.38, -0.10, 0.55, 0.57
5681, -4.38, -0.03, 0.55, 0.57
5686, -4.38, -0.03, 0.53, 0.44
5692, -3.15, 0.05, 0.53, 0.44
5697, -3.15, 0.05, 0.44, 0.26
5702, -6.44, 0.12, 0.44, 0.26
5707, -6.44, 0.12, 0.38, 0.12
5713, -7.53, 0.25, 0.38, 0.12
5719, -7.53, 0.25, 0.30, 0.16
5724, -3.15, 0.34, 0.30, 0.16
5729, -3.15, 0.34, 0.11, 0.25
5734, -2.47, 0.34, 0.11, 0.25
5739, -2.47, 0.29, 0.11, 0.25
5745, -3.97, 0.29, 0.03, 0.20
5750, -3.97, 0.27, 0.03, 0.20
5755, 0.55, 0.27, -0.08, 0.08
5765, 0.55, 0.37, -0.03, 0.00
5770, 5.89, 0.37, -0.03, 0.00
5775, 5.89, 0.48, -0.07, 0.05
5780, 2.19, 0.48, -0.07, 0.05
5786, 2.19, 0.55, -0.23, 0.03
5791, -3.15, 0.55, -0.23, 0.03
5796, -3.15, 0.59, -0.44, 0.03
5801, -9.04, 0.59, -0.44, 0.07
5807, -9.04, 0.63, -0.44, 0.07
5813, -8.90, 0.63, -0.59, 0.07
5818, -8.90, 0.71, -0.59, 0.07
5824, -8.49, 0.71, -0.67, 0.07
5829, -8.49, 0.75, -0.67, 0.07
5834, -8.49, 0.75, -0.61, 0.15
5840, -8.49, 0.75, -0.61, 0.15
5846, -9.04, 0.75, -0.53, 0.14
