millis,Back Left, Back Right, Front Left, Front Right
3158, -8.90, 0.56, -1.02, -0.04
3164, -4.79, 0.59, -0.82, -0.04
3169, -4.79, 0.59, -0.82, 0.01
3175, 0.14, 0.50, -0.65, 0.01
3180, 0.14, 0.50, -0.65, -0.01
3189, 4.38, 0.40, -0.57, -0.03
3195, 2.60, 0.31, -0.57, -0.03
3201, 2.60, 0.31, -0.57, 0.00
3205, -0.55, 0.31, -0.57, 0.00
3211, -0.55, 0.22, -0.65, -0.01
3216, 0.27, 0.22, -0.65, -0.01
3222, 0.27, 0.23, -0.80, -0.01
3227, 5.21, 0.23, -0.80, -0.01
3232, 5.21, 0.18, -0.83, -0.01
3237, 5.21, 0.18, -0.83, 0.11
3243, 7.81, 0.18, -0.86, 0.11
3248, 7.81, 0.18, -0.86, 0.14
3254, 5.62, 0.30, -0.89, 0.14
3259, 5.62, 0.30, -0.89, 0.11
3265, 5.21, 0.37, -1.02, 0.11
3270, 5.21, 0.37, -1.02, 0.19
3279, 0.96, 0.33, -1.09, 0.22
3284, -3.97, 0.33, -0.97, 0.22
3290, -3.97, 0.33, -0.97, 0.15
3295, -6.58, 0.33, -0.97, 0.15
3300, -6.58, 0.37, -0.93, 0.15
3306, -6.30, 0.37, -0.93, 0.19
3311, -6.30, 0.46, -0.98, 0.19
3317, -6.58, 0.46, -0.98, 0.33
3322, -6.58, 0.57, -1.04, 0.33
3328, -6.58, 0.57, -1.04, 0.41
3333, -8.77, 0.57, -1.09, 0.41
3338, -8.77, 0.74, -1.09, 0.45
3344, -9.45, 0.74, -1.11, 0.45
3349, -9.45, 0.85, -1.11, 0.57
3354, -11.37, 0.85, -1.02, 0.57
3360, -11.37, 0.82, -1.02, 0.61
3368, -14.11, 0.82, -1.05, 0.61
3375, -16.03, 0.76, -0.94, 0.55
3381, -16.03, 0.91, -0.94, 0.67
3386, -21.78, 0.91, -0.76, 0.67
3392, -21.78, 1.11, -0.76, 0.86
3398, -23.97, 1.11, -0.60, 0.86
3404, -23.97, 1.26, -0.60, 1.01
3409, -25.48, 1.26, -0.53, 1.01
3415, -25.48, 1.26, -0.53, 1.01
3421, -26.85, 1.35, -0.42, 1.05
3426, -26.85, 1.35, -0.42, 1.05
3432, -29.32, 1.47, -0.29, 1.06
3437, -29.32, 1.47, -0.29, 1.06
3443, -32.47, 1.53, -0.31, 0.98
3448, -32.47, 1.53, -0.31, 0.98
3454, -31.10, 1.43, -0.37, 0.98
3463, -31.10, 1.31, -0.37, 0.97
3469, -34.66, 1.31, -0.26, 0.97
3474, -34.66, 1.41, -0.26, 0.89
3479, -36.71, 1.41, -0.19, 0.89
3486, -36.58, 1.49, -0.19, 0.90
3491, -36.58, 1.49, -0.27, 0.90
3497, -37.12, 1.43, -0.27, 0.90
3503, -37.12, 1.43, -0.30, 0.90
3509, -37.12, 1.39, -0.30, 0.71
3514, -37.12, 1.39, -0.37, 0.71
3520, -36.58, 1.34, -0.37, 0.53
3525, -36.58, 1.34, -0.40, 0.53
3531, -33.56, 1.17, -0.40, 0.42
3536, -33.56, 1.17, -0.34, 0.42
3542, -28.08, 1.17, -0.34, 0.41
3550, -28.08, 1.04, -0.42, 0.41
3557, -23.15, 0.82, -0.67, 0.40
3562, -23.15, 0.82, -0.67, 0.40
3568, -20.82, 0.78, -0.90, 0.31
3573, -20.82, 0.78, -0.90, 0.31
3579, -24.11, 0.85, -1.01, 0.42
3585, -24.11, 0.85, -1.01, 0.42
3591, -23.97, 0.71, -1.01, 0.49
3596, -23.97, 0.71, -1.01, 0.49
3602, -22.19, 0.56, -1.09, 0.44
3607, -22.19, 0.56, -1.09, 0.44
3613, -23.56, 0.48, -1.24, 0.34
3618, -23.56, 0.48, -1.24, 0.34
3624, -26.16, 0.48, -1.31, 0.42
3630, -26.16, 0.35, -1.31, 0.42
3636, -24.66, 0.35, -1.31, 0.45
3644, -22.33, 0.25, -1.31, 0.46
3650, -22.33, 0.23, -1.11, 0.46
3655, -23.97, 0.23, -1.11, 0.55
3660, -23.97, 0.33, -0.87, 0.55
3666, -21.37, 0.33, -0.87, 0.72
3672, -21.37, 0.37, -0.78, 0.72
3678, -16.44, 0.37, -0.78, 0.80
3683, -16.44, 0.14, -0.80, 0.80
3689, -13.97, 0.14, -0.80, 0.89
3694, -13.97, 0.07, -0.70, 0.89
3699, -11.23, 0.07, -0.70, 0.83
3705, -11.23, 0.15, -0.57, 0.83
3710, -11.23, 0.15, -0.57, 0.90
3716, -9.04, 0.15, -0.53, 0.90
3721, -9.04, 0.25, -0.53, 0.90
3730, -9.59, 0.40, -0.50, 0.98
3736, -12.60, 0.40, -0.53, 1.05
3741, -12.60, 0.52, -0.53, 1.05
3747, -15.48, 0.52, -0.48, 0.98
3752, -15.48, 0.59, -0.48, 0.98
3759, -15.21, 0.59, -0.30, 1.01
3764, -15.21, 0.67, -0.30, 1.01
3770, -15.07, 0.67, -0.15, 1.17
3775, -15.07, 0.80, -0.15, 1.17
3781, -10.68, 0.80, -0.12, 1.11
3786, -10.68, 0.90, -0.12, 1.11
3792, -3.84, 0.90, -0.19, 0.90
3798, -3.84, 0.90, -0.19, 0.90
3804, 1.51, 1.09, -0.15, 0.65
3809, 1.51, 1.09, -0.15, 0.65
3815, 3.97, 1.09, -0.15, 0.53
3824, 3.97, 1.19, -0.15, 0.46
3829, 3.97, 1.19, -0.22, 0.46
3834, 4.25, 1.32, -0.22, 0.46
3840, 4.25, 1.32, -0.38, 0.46
3845, 4.25, 1.34, -0.38, 0.46
3851, 5.75, 1.34, -0.49, 0.42
3856, 5.75, 1.32, -0.49, 0.42
3862, 9.18, 1.32, -0.60, 0.34
3867, 9.18, 1.32, -0.60, 0.34
3873, 11.23, 1.13, -0.72, 0.26
3878, 11.23, 1.13, -0.72, 0.26
3885, 10.00, 1.06, -0.76, 0.23
3890, 10.00, 1.06, -0.76, 0.23
3896, 9.45, 1.12, -0.80, 0.12
3901, 9.45, 1.12, -0.80, 0.12
3907, 7.40, 1.24, -0.86, 0.19
3916, 5.21, 1.26, -0.83, 0.18
3921, 5.21, 1.26, -0.83, 0.18
3928, 3.29, 1.15, -0.83, 0.20
3933, 3.29, 1.15, -0.83, 0.20
3939, 0.55, 1.05, -0.89, 0.14
3944, 0.55, 1.05, -0.89, 0.14
3950, -0.55, 0.90, -0.87, -0.01
3955, -0.55, 0.90, -0.87, -0.01
3961, -0.41, 0.72, -0.90, -0.16
3966, -0.41, 0.72, -0.90, -0.16
3973, -0.27, 0.72, -0.90, -0.27
3978, -0.27, 0.61, -0.90, -0.27
3984, -0.27, 0.61, -0.85, -0.29
3989, -0.27, 0.42, -0.85, -0.29
3995, -2.19, 0.42, -0.90, -0.12
4000, -2.19, 0.33, -0.90, -0.12
4009, -6.99, 0.25, -1.06, 0.12
4015, -7.26, 0.25, -1.06, 0.12
4021, -7.26, 0.29, -0.97, 0.26
4026, -4.93, 0.29, -0.97, 0.26
4032, -4.93, 0.18, -0.79, 0.25
4037, -8.63, 0.18, -0.79, 0.25
4043, -8.63, 0.18, -0.59, 0.31
4048, -12.47, 0.18, -0.59, 0.31
4055, -12.47, 0.11, -0.60, 0.49
4060, -18.36, 0.11, -0.60, 0.49
4065, -18.36, 0.11, -0.63, 0.56
4070, -18.36, -0.03, -0.63, 0.56
4076, -22.47, -0.03, -0.74, 0.52
4081, -22.47, 0.04, -0.74, 0.52
4087, -22.88, 0.04, -0.82, 0.38
4092, -22.88, 0.11, -0.82, 0.38
4102, -23.29, -0.03, -0.90, 0.25
4108, -21.51, -0.03, -0.98, 0.15
4113, -21.51, -0.16, -0.98, 0.15
4118, -22.88, -0.16, -1.15, 0.15
4124, -22.88, -0.29, -1.15, 0.08
4129, -22.19, -0.29, -1.30, 0.08
4135, -22.19, -0.40, -1.30, -0.04
4141, -15.62, -0.40, -1.32, -0.04
4147, -15.62, -0.35, -1.32, -0.12
4152, -9.04, -0.35, -1.36, -0.12
4157, -9.04, -0.35, -1.36, 0.14
4163, -8.49, -0.26, -1.42, 0.14
4168, -8.49, -0.26, -1.42, 0.27
4174, -8.08, -0.16, -1.62, 0.27
4179, -8.08, -0.16, -1.62, 0.22
4190, -11.10, -0.10, -1.75, 0.16
4196, -12.60, 0.01, -1.69, 0.16
4201, -12.60, 0.01, -1.69, 0.12
4207, -9.04, 0.05, -1.58, 0.12
4212, -9.04, 0.05, -1.58, -0.11
4218, -7.95, -0.04, -1.60, -0.11
4224, -7.95, -0.04, -1.60, -0.18
4230, -6.16, -0.03, -1.66, -0.18
4235, -6.16, -0.03, -1.66, -0.08
4241, -1.37, 0.07, -1.66, -0.08
4246, -1.37, 0.07, -1.66, -0.11
4252, 3.15, 0.08, -1.62, -0.11
4257, 3.15, 0.08, -1.62, -0.26
4263, 5.62, 0.19, -1.53, -0.26
4269, 5.62, 0.19, -1.53, -0.25
4275, 5.62, 0.34, -1.35, -0.25
4283, 5.62, 0.34, -1.35, -0.19
4289, 3.42, 0.29, -1.20, -0.19
4294, 3.42, 0.29, -1.20, -0.10
4300, 2.19, 0.11, -1.16, -0.10
4305, 2.19, 0.11, -1.16, 0.08
4311, 0.82, 0.15, -1.06, 0.08
4316, 0.82, 0.15, -1.06, 0.27
4322, 3.15, 0.22, -1.00, 0.27
4327, 3.15, 0.22, -1.00, 0.35
4333, 5.62, 0.40, -1.00, 0.35
4338, 5.62, 0.40, -1.00, 0.44
4343, 2.88, 0.64, -0.80, 0.44
4348, 2.88, 0.64, -0.80, 0.50
4354, -0.96, 0.64, -0.68, 0.50
4360, -0.96, 0.95, -0.68, 0.48
4365, -3.15, 0.95, -0.44, 0.48
4373, -3.15, 1.15, -0.44, 0.45
4379, -3.15, 1.34, -0.37, 0.45
4384, -3.15, 1.34, -0.37, 0.52
4389, -4.11, 1.34, -0.35, 0.52
4395, -4.11, 1.46, -0.35, 0.57
4401, -5.89, 1.46, -0.46, 0.57
4406, -5.89, 1.32, -0.46, 0.71
4411, -6.99, 1.32, -0.67, 0.71
4417, -6.99, 1.12, -0.67, 0.80
4422, -5.62, 1.12, -0.87, 0.80
4427, -5.62, 1.02, -0.87, 0.76
4433, -4.38, 1.02, -1.11, 0.76
4439, -4.38, 0.79, -1.11, 0.74
4445, -3.29, 0.79, -1.49, 0.74
4450, -3.29, 0.44, -1.49, 0.79
4455, -4.52, 0.44, -1.94, 0.79
4463, -4.52, 0.26, -1.94, 0.85
4469, -4.25, 0.26, -2.13, 0.85
4474, -4.25, 0.19, -2.13, 0.71
4480, -1.37, 0.19, -1.88, 0.71
4486, -1.37, 0.19, -1.88, 0.60
4491, -1.37, 0.19, -1.62, 0.60
4496, -1.37, 0.35, -1.62, 0.56
4502, -0.96, 0.35, -1.34, 0.56
4507, -0.96, 0.57, -1.34, 0.53
4512, 1.10, 0.57, -1.32, 0.53
4517, 1.10, 0.53, -1.32, 0.38
4524, 1.78, 0.53, -1.54, 0.38
4529, 1.78, 0.35, -1.54, 0.38
4534, 0.82, 0.35, -1.51, 0.38
4539, 0.82, 0.35, -1.51, 0.38
4544, 0.82, 0.22, -1.51, 0.45
4552, 1.37, 0.22, -1.53, 0.63
4558, 4.38, 0.15, -1.72, 0.63
4563, 4.38, 0.15, -1.72, 0.65
4570, 6.16, 0.10, -1.81, 0.65
4575, 6.16, 0.10, -1.81, 0.60
4580, 1.37, 0.10, -1.57, 0.60
4585, 1.37, 0.10, -1.57, 0.55
4591, 3.15, 0.01, -1.42, 0.55
4596, 3.15, 0.01, -1.42, 0.53
4602, 5.48, -0.05, -1.50, 0.53
4608, 5.48, -0.05, -1.50, 0.35
4614, 4.93, -0.03, -1.32, 0.35
4619, 4.93, -0.03, -1.32, 0.34
4625, 2.88, 0.25, -0.83, 0.34
4630, 2.88, 0.25, -0.83, 0.34
4636, 0.82, 0.63, -0.60, 0.44
4644, 0.82, 0.63, -0.60, 0.50
4649, 0.27, 1.06, -0.42, 0.50
4664, -0.55, 1.30, -0.10, 0.37
4672, 0.68, 1.35, 0.04, 0.37
4677, 0.68, 1.35, 0.04, 0.29
4683, 2.88, 1.21, -0.49, 0.29
4688, 2.88, 1.21, -0.49, 0.35
4695, 2.88, 0.94, -0.85, 0.35
4699, 2.88, 0.94, -0.85, 0.49
4705, 2.47, 0.74, -1.12, 0.49
4710, 2.47, 0.74, -1.12, 0.57
4716, -1.78, 0.75, -1.36, 0.57
4721, -1.78, 0.75, -1.36, 0.56
4727, -5.62, 0.98, -1.24, 0.56
4732, -5.62, 0.98, -1.24, 0.63
4739, -9.18, 1.02, -1.19, 0.63
4744, -9.18, 1.02, -1.19, 0.55
4753, -13.56, 1.05, -1.15, 0.55
4759, -18.63, 1.05, -1.28, 0.33
4764, -18.63, 0.98, -1.28, 0.33
4770, -23.29, 0.98, -1.64, 0.29
4775, -23.29, 0.82, -1.64, 0.29
4782, -21.37, 0.82, -1.84, 0.22
4787, -21.37, 0.52, -1.84, 0.22
4793, -22.88, 0.52, -1.86, 0.23
4798, -22.88, 0.56, -1.86, 0.23
4804, -28.08, 0.56, -1.75, 0.25
4809, -28.08, 0.74, -1.75, 0.25
4815, -32.88, 0.74, -1.57, 0.16
4820, -32.88, 0.91, -1.57, 0.16
4827, -35.21, 0.91, -1.57, 0.16
4832, -35.21, 0.87, -1.57, 0.16
4840, -34.93, 0.87, -1.65, 0.19
4845, -34.93, 0.61, -1.65, 0.19
4851, -35.34, 0.61, -1.72, 0.18
4856, -35.34, 0.41, -1.72, 0.18
4862, -39.86, 0.41, -1.80, 0.18
4868, -39.86, 0.31, -1.80, 0.18
4874, -40.41, 0.31, -1.68, 0.23
4879, -40.41, 0.42, -1.68, 0.23
4885, -40.41, 0.42, -1.41, 0.34
4890, -40.41, 0.74, -1.41, 0.34
4896, -37.40, 0.74, -1.49, 0.35
4901, -37.40, 0.86, -1.49, 0.35
4908, -35.48, 0.86, -1.68, 0.34
4913, -35.48, 0.89, -1.68, 0.34
4919, -34.52, 0.89, -1.46, 0.45
4924, -34.52, 0.80, -1.46, 0.45
4932, -27.67, 0.80, -1.20, 0.45
4937, -27.67, 0.82, -1.20, 0.40
4943, -22.88, 0.82, -1.20, 0.40
4948, -22.88, 0.95, -1.20, 0.55
4955, -23.29, 0.95, -1.28, 0.55
4960, -23.29, 0.98, -1.28, 0.65
4966, -22.19, 0.98, -1.23, 0.65
4971, -22.19, 0.79, -1.23, 0.56
4977, -17.53, 0.79, -1.04, 0.56
4982, -17.53, 0.74, -1.04, 0.57
4988, -17.12, 0.74, -1.19, 0.57
4994, -17.12, 0.82, -1.19, 0.57
5000, -16.58, 0.82, -1.34, 0.60
5005, -16.58, 0.64, -1.34, 0.57
5011, -9.59, 0.64, -1.19, 0.57
5020, -5.89, 0.52, -1.13, 0.65
5025, -5.89, 0.52, -1.13, 0.65
5031, -3.70, 0.45, -1.32, 0.78
5037, -3.70, 0.45, -1.32, 0.78
5043, -3.15, 0.37, -1.36, 0.79
5048, -3.15, 0.37, -1.36, 0.79
5054, -1.78, 0.42, -1.19, 0.79
5059, -1.78, 0.42, -1.19, 0.79
5065, 6.03, 0.48, -1.06, 0.76
5070, 6.03, 0.48, -1.06, 0.76
5076, 6.30, 0.55, -1.08, 0.68
5082, 6.30, 0.55, -1.08, 0.68
5088, 1.64, 0.44, -1.16, 0.57
5093, 1.64, 0.44, -1.16, 0.57
5099, -2.05, 0.34, -1.20, 0.49
5104, -2.05, 0.34, -1.20, 0.49
5110, -3.29, 0.41, -1.20, 0.40
5120, -3.42, 0.41, -1.30, 0.33
5125, -3.42, 0.56, -1.30, 0.33
5131, -4.52, 0.56, -1.32, 0.29
5136, -4.52, 0.60, -1.32, 0.29
5142, -4.93, 0.60, -1.23, 0.33
5147, -4.93, 0.49, -1.23, 0.33
5153, -1.92, 0.49, -1.24, 0.29
5158, -1.92, 0.38, -1.24, 0.29
5165, -0.27, 0.38, -1.27, 0.29
5170, -0.27, 0.25, -1.27, 0.29
5175, -2.05, 0.25, -1.26, 0.29
5180, -2.05, 0.31, -1.26, 0.35
5185, -2.05, 0.31, -1.26, 0.35
5191, -4.11, 0.31, -1.11, 0.25
5196, -4.11, 0.49, -1.11, 0.25
5202, -4.79, 0.57, -1.11, 0.14
5212, -7.26, 0.57, -1.19, 0.20
5217, -7.26, 0.67, -1.19, 0.20
5223, -8.77, 0.67, -1.27, 0.25
5228, -8.77, 0.59, -1.27, 0.25
5234, -11.51, 0.59, -1.21, 0.25
5239, -11.51, 0.61, -1.21, 0.25
5245, -13.15, 0.61, -1.02, 0.15
5251, -13.15, 0.75, -1.02, 0.15
5257, -16.99, 0.75, -1.02, 0.14
5262, -16.99, 0.78, -1.02, 0.14
5268, -19.73, 0.78, -1.13, 0.12
5273, -19.73, 0.78, -1.13, 0.12
5279, -21.78, 0.78, -1.16, 0.12
5284, -21.78, 0.76, -1.16, 0.12
5291, -25.07, 0.76, -1.04, 0.18
5298, -25.07, 0.87, -0.87, 0.18
5304, -25.75, 0.87, -0.87, 0.25
5309, -25.75, 1.00, -0.87, 0.25
5315, -24.25, 1.00, -0.87, 0.31
5320, -24.25, 1.00, -0.82, 0.31
5326, -24.38, 1.00, -0.82, 0.29
5331, -24.38, 0.94, -0.91, 0.29
5338, -24.38, 0.94, -0.91, 0.27
5343, -24.38, 0.82, -1.06, 0.27
5348, -23.29, 0.82, -1.06, 0.18
5354, -23.29, 0.78, -1.20, 0.18
5359, -23.42, 0.78, -1.20, 0.10
5365, -23.42, 0.91, -1.31, 0.10
5370, -21.64, 0.91, -1.31, 0.03
5377, -21.64, 0.97, -1.30, 0.03
5382, -17.67, 0.97, -1.30, -0.01
5392, -13.42, 1.00, -1.21, -0.04
5397, -13.42, 1.00, -1.21, -0.04
5403, -12.19, 0.98, -1.42, 0.04
5408, -12.19, 0.98, -1.42, 0.04
5414, -13.15, 0.86, -1.61, 0.08
5420, -13.15, 0.86, -1.61, 0.08
5426, -9.73, 0.79, -1.45, 0.03
5431, -9.73, 0.79, -1.45, 0.03
5437, -4.93, 0.87, -1.28, -0.11
5442, -4.93, 0.87, -1.28, -0.11
5448, -6.03, 0.68, -1.60, -0.04
5453, -6.03, 0.68, -1.60, -0.04
5459, -8.90, 0.50, -1.66, -0.01
5465, -8.90, 0.50, -1.66, -0.01
5471, -9.59, 0.48, -1.46, -0.10
5479, -9.73, 0.48, -1.61, -0.10
5484, -9.73, 0.53, -1.61, -0.08
5490, -2.60, 0.53, -1.94, -0.08
5495, -2.60, 0.60, -1.94, 0.01
5500, -2.60, 0.60, -2.02, 0.01
5507, 0.55, 0.56, -2.02, 0.08
5512, 0.55, 0.56, -1.88, 0.08
5518, 3.97, 0.40, -1.88, 0.14
5523, 3.97, 0.40, -1.84, 0.14
5529, 10.00, 0.27, -1.84, 0.18
5534, 10.00, 0.27, -1.92, 0.18
5540, 9.45, 0.23, -1.92, 0.19
5545, 9.45, 0.23, -1.91, 0.19
5552, 10.27, 0.29, -1.91, 0.26
5557, 10.27, 0.29, -1.71, 0.26
5563, 10.82, 0.30, -1.71, 0.37
5571, 5.21, 0.30, -1.46, 0.37
5576, 5.21, 0.18, -1.46, 0.30
5581, 0.82, 0.18, -1.69, 0.30
5586, 0.82, 0.22, -1.69, 0.27
5593, -2.60, 0.22, -2.01, 0.27
5598, -2.60, 0.27, -2.01, 0.35
5603, -4.66, 0.27, -1.73, 0.35
5609, -4.66, 0.22, -1.73, 0.40
5614, -5.62, 0.22, -1.42, 0.40
5619, -5.62, 0.22, -1.42, 0.27
5624, -5.62, 0.25, -1.66, 0.27
5629, -4.93, 0.25, -1.66, 0.22
5636, -4.93, 0.29, -1.86, 0.22
5641, -4.11, 0.29, -1.86, 0.22
5646, -4.11, 0.22, -1.86, 0.34
5651, -1.78, 0.22, -1.58, 0.34
5661, 0.27, 0.33, -1.45, 0.41
5666, 0.27, 0.45, -1.45, 0.40
5672, 0.55, 0.45, -1.51, 0.40
5678, 0.55, 0.53, -1.51, 0.38
5683, 1.10, 0.53, -1.51, 0.38
5688, 1.10, 0.53, -1.51, 0.48
5694, -2.47, 0.44, -1.35, 0.48
5699, -2.47, 0.44, -1.35, 0.38
5704, -2.47, 0.37, -1.23, 0.38
5709, -5.07, 0.37, -1.23, 0.22
5715, -5.07, 0.33, -1.23, 0.22
5721, -10.41, 0.33, -1.23, 0.11
5727, -10.41, 0.40, -1.28, 0.11
5732, -14.11, 0.40, -1.28, 0.11
5737, -14.11, 0.40, -1.15, 0.10
5743, -14.93, 0.40, -1.15, 0.10
5752, -16.99, 0.31, -1.01, 0.08
5757, -16.99, 0.31, -1.01, 0.12
5764, -19.32, 0.25, -1.12, 0.12
5769, -19.32, 0.25, -1.12, 0.01
5775, -20.82, 0.29, -1.20, 0.01
5780, -20.82, 0.29, -1.20, 0.04
5786, -22.05, 0.33, -1.12, 0.04
5791, -22.05, 0.33, -1.12, 0.14
5797, -24.11, 0.25, -1.12, 0.14
5803, -24.11, 0.25, -1.12, 0.23
5809, -24.11, 0.25, -1.19, 0.23
5814, -24.11, 0.25, -1.19, 0.30
5820, -22.33, 0.18, -1.20, 0.30
5825, -22.33, 0.18, -1.20, 0.30
5831, -22.19, 0.10, -1.17, 0.30
5836, -22.19, 0.10, -1.17, 0.26
5844, -24.38, 0.03, -1.16, 0.26
5850, -24.38, 0.03, -1.28, 0.12
5856, -24.38, 0.00, -1.28, 0.12
5861, -24.38, 0.00, -1.41, 0.03
5867, -25.07, -0.10, -1.41, 0.03
5872, -25.07, -0.10, -1.50, 0.05
5878, -25.89, -0.18, -1.50, 0.05
5883, -25.89, -0.18, -1.41, 0.11
5890, -25.75, -0.26, -1.41, 0.11
5895, -25.75, -0.26, -1.35, 0.14
5901, -23.56, -0.27, -1.35, 0.14
5906, -23.56, -0.27, -1.41, 0.25
5912, -18.90, -0.42, -1.41, 0.25
5917, -18.90, -0.42, -1.39, 0.27
5923, -13.97, -0.45, -1.39, 0.27
5932, -9.59, -0.45, -1.27, 0.40
5938, -9.59, -0.41, -1.27, 0.45
5943, -10.68, -0.41, -1.28, 0.45
5948, -10.68, -0.31, -1.28, 0.37
5954, -11.10, -0.31, -1.27, 0.37
5959, -11.10, -0.16, -1.27, 0.30
5965, -10.27, -0.16, -1.16, 0.30
5970, -10.27, 0.00, -1.16, 0.46
5977, -5.75, 0.00, -1.12, 0.46
5982, -5.75, 0.07, -1.12, 0.46
5988, -3.29, 0.07, -1.16, 0.57
5993, -3.29, 0.15, -1.16, 0.57
5999, -3.42, 0.15, -1.15, 0.44
6004, -3.42, 0.27, -1.15, 0.44
6010, -4.11, 0.27, -1.21, 0.46
6016, -4.11, 0.20, -1.21, 0.46
6024, -5.89, 0.20, -1.34, 0.50
6030, -5.89, 0.18, -1.41, 0.76
6035, -9.73, 0.18, -1.41, 0.76
6041, -9.73, 0.23, -1.42, 0.89
6046, -8.77, 0.23, -1.42, 0.89
6051, -8.77, 0.37, -1.28, 0.95
6056, -6.30, 0.37, -1.28, 0.95
6063, -6.30, 0.44, -1.28, 0.97
6068, -3.70, 0.44, -1.27, 0.97
6073, -3.70, 0.38, -1.27, 0.97
6079, -0.68, 0.38, -1.32, 0.97
6084, -0.68, 0.27, -1.32, 0.94
6089, 1.51, 0.27, -1.35, 0.94
6095, 1.51, 0.31, -1.35, 0.67
6102, 0.82, 0.31, -1.31, 0.67
6108, 0.82, 0.30, -1.31, 0.49
6116, -0.68, 0.30, -1.32, 0.49
6121, -0.68, 0.35, -1.53, 0.55
6126, -4.38, 0.35, -1.53, 0.55
6132, -4.38, 0.40, -1.75, 0.44
6137, -10.27, 0.40, -1.75, 0.44
6144, -10.27, 0.31, -1.76, 0.37
6149, -12.05, 0.31, -1.76, 0.37
6155, -12.05, 0.40, -1.76, 0.64
